iter	CatBoostEvalMetricPearson	RMSE
879	0.9293969334	0.07812151409
880	0.929408762	0.0781155233
881	0.9294138637	0.07811400533
882	0.9294221552	0.07810838893
883	0.9295725309	0.07803709533
884	0.9296305283	0.0780085053
885	0.9297283562	0.07795569981
886	0.9298549414	0.07789473481
887	0.9299071133	0.07786993345
888	0.9300082897	0.07782363357
889	0.9300296122	0.07781337969
890	0.9300556014	0.07779957819
891	0.9300974626	0.07777415423
892	0.9301064564	0.07777066946
893	0.9302037259	0.07772683454
894	0.9304099468	0.07764861768
895	0.9304263399	0.077641123
896	0.9304383844	0.0776353461
897	0.9304472595	0.07762782853
898	0.930611287	0.07755070715
899	0.9306777548	0.07752156772
900	0.9308213696	0.07746048921
901	0.9308821887	0.07742823254
902	0.9310973345	0.07732842446
903	0.9311083325	0.07732055143
904	0.9313594302	0.07720896195
905	0.9315458095	0.07712445789
906	0.9317064618	0.07706675955
907	0.9317105518	0.07706341331
908	0.9318433582	0.07701328593
909	0.9318583717	0.0770067333
910	0.9320419915	0.07692502371
911	0.9321600981	0.07686544078
912	0.932197572	0.07684513305
913	0.9323661581	0.07676941792
914	0.9324164705	0.0767473449
915	0.9325288683	0.07668905939
916	0.9325423525	0.07667977259
917	0.9325452905	0.07667579738
918	0.9327038576	0.07658991742
919	0.9328133673	0.07653256802
920	0.9329355169	0.07646540568
921	0.9330521165	0.0764039592
922	0.9330786115	0.07638551858
923	0.9330857808	0.0763822215
924	0.9331188079	0.07636936554
925	0.9332130899	0.07631901898
926	0.9334105128	0.07621809626
927	0.9334118233	0.07621527779
928	0.93342473	0.07620895578
929	0.9335302918	0.07615303161
930	0.9335962686	0.07612023825
931	0.933754944	0.07605895865
932	0.9338463595	0.07602132885
933	0.9339045477	0.07599097002
934	0.9339443588	0.07597479366
935	0.9339631924	0.07596566858
936	0.9341324194	0.07590227831
937	0.9344254756	0.07577297227
938	0.9344684199	0.07575405215
939	0.9346422012	0.07567288228
940	0.9347683736	0.07561119477
941	0.9348969275	0.07554512361
942	0.9349840613	0.07552421792
943	0.9350953827	0.07547100428
944	0.9352099156	0.07542478911
945	0.9353945442	0.07534340527
946	0.9355006158	0.07529292001
947	0.9356217759	0.07523214153
948	0.9356498751	0.07521115231
949	0.9357907172	0.07513793326
950	0.93589495	0.07507907331
951	0.9361015343	0.07498487592
952	0.9361188959	0.07496987234
953	0.9361418487	0.07495961094
954	0.9362959844	0.07489445545
955	0.936479814	0.07479197339
